fips,year,quarter,quarter_num,period_index,total_ed_encounters,treat_and_release_ed,ed_encounters_requiring,ed_encounters_admitted_as,facility_count,component_gap,county_name,lat,lon,target_lag1,target_lag2,target_lag3,target_lag4,target_roll4,facility_count_lag1,acs_lag2_population,acs_lag2_median_income,acs_lag2_poverty_rate,acs_lag2_pct_under5,acs_lag2_pct_65plus,acs_source_year,acs_lag2_population_100k,weather_lag4_days_observed,weather_lag4_tavg_mean,weather_lag4_precip_total,weather_lag4_snowfall_total,weather_lag4_hot_days,weather_lag4_freeze_days,weather_lag4_wet_days,weather_source_year,is_covid,post_covid,quarter_Q2,quarter_Q3,quarter_Q4,is_nyc,is_downstate_non_nyc,region,facility_ed_encounters_per_100k_proxy
36063,2018,Q4,4,8076,15649.0,13358.0,78.0,2213.0,5,0.0,Niagara County,43.272672,-78.812943,17098.0,16507.0,16945.0,,,5.0,213374.0,50094.0,13.619868017686777,5.180106292238042,17.268739396552533,2016,2.13374,92,42.575,9.976,12.955,0,35,53,2017,0,0,0,0,1,0,0,upstate,7334.07069277419
36065,2018,Q4,4,8076,25180.0,20757.0,108.0,4315.0,3,0.0,Oneida County,43.242727,-75.434282,26978.0,26723.0,26615.0,,,3.0,232858.0,49838.0,16.67338938113259,5.712494309836896,17.416193560023704,2016,2.32858,92,38.98478260869565,18.715,19.708,0,49,51,2017,0,0,0,0,1,0,0,upstate,10813.457128378668
36067,2018,Q4,4,8076,56210.0,44510.0,434.0,11266.0,5,0.0,Onondaga County,43.006516,-76.196134,53612.0,53852.0,51460.0,,,5.0,468050.0,55717.0,15.1862559768709,5.736139301356693,15.333831855570986,2016,4.6805,92,40.84021739130435,12.578,18.825,0,42,57,2017,0,0,0,0,1,0,0,upstate,12009.40070505288
36069,2018,Q4,4,8076,14134.0,10182.0,105.0,1531.0,3,2316.0,Ontario County,42.856357,-77.303497,15407.0,14208.0,13982.0,,,3.0,109450.0,58070.0,10.285207346307027,5.060758337140247,17.803563270899954,2016,1.0945,92,41.169021739130436,11.03,14.414,0,41,56,2017,0,0,0,0,1,0,0,upstate,12913.659205116493
36071,2018,Q4,4,8076,37216.0,29643.0,346.0,7227.0,4,0.0,Orange County,41.40241,-74.306252,39872.0,37984.0,38402.0,,,4.0,376242.0,71910.0,12.647787687907336,6.568910435304937,12.540067297111964,2016,3.76242,92,43.839130434782604,7.634,5.87,0,42,34,2017,0,0,0,0,1,0,0,upstate,9891.505998798646
36073,2018,Q4,4,8076,1697.0,,,,1,,Orleans County,43.339906,-78.207028,1950.0,1860.0,1797.0,,,1.0,41938.0,48731.0,15.57806943485046,4.928704277743336,16.216796222995853,2016,0.41938,92,43.00706521739131,12.543,16.536,0,35,57,2017,0,0,0,0,1,0,0,upstate,4046.449520721065
36075,2018,Q4,4,8076,6388.0,5602.0,42.0,744.0,2,0.0,Oswego County,43.461443,-76.209262,7172.0,6799.0,6792.0,,,2.0,120513.0,49571.0,18.305008284968206,5.512268385983255,14.266510666899007,2016,1.20513,92,40.79836956521739,17.906,29.131,0,44,59,2017,0,0,0,0,1,0,0,upstate,5300.672956444532
36077,2018,Q4,4,8076,10525.0,8880.0,93.0,1552.0,2,0.0,Otsego County,42.629776,-75.028841,12161.0,11286.0,10648.0,,,2.0,60979.0,49689.0,16.318703965878747,4.196526673116974,18.534249495728037,2016,0.60979,92,37.921195652173914,9.285,12.073,0,52,47,2017,0,0,0,0,1,0,0,upstate,17260.040341756998
36079,2018,Q4,4,8076,6288.0,5304.0,45.0,939.0,1,0.0,Putnam County,41.427907,-73.743861,6939.0,6693.0,6750.0,,,1.0,99408.0,97606.0,5.159810368557884,4.527804603251248,14.855947207468212,2016,0.99408,92,42.84619565217391,9.514,5.844,0,43,39,2017,0,0,0,0,1,0,0,upstate,6325.446644133269
36081,2018,Q4,4,8076,171723.0,112302.0,319.0,17609.0,10,41493.0,Queens County,40.654658,-73.841209,169022.0,167298.0,180453.0,,,10.0,2310011.0,59758.0,14.626609960569537,6.2611823060582825,13.673224932695124,2016,23.10011,92,47.62445652173913,9.894,4.933,0,24,36,2017,0,0,0,0,1,1,0,nyc,7433.860704559415
36083,2018,Q4,4,8076,12457.0,10545.0,74.0,1838.0,2,0.0,Rensselaer County,42.710421,-73.513845,12919.0,12029.0,11272.0,,,2.0,159959.0,61754.0,12.36653303753292,5.3757525365875,15.103245206584187,2016,1.59959,92,38.63315217391305,10.211,10.033,0,49,44,2017,0,0,0,0,1,0,0,upstate,7787.620577773054
36085,2018,Q4,4,8076,41297.0,14431.0,131.0,2309.0,3,24426.0,Richmond County,40.561263,-74.1399,40463.0,40840.0,41458.0,,,3.0,473324.0,74021.0,12.940950100483176,5.793071976067134,14.536976785457743,2016,4.73324,92,47.98097826086956,8.427,4.658,0,20,35,2017,0,0,0,0,1,1,0,nyc,8724.890349950561
36087,2018,Q4,4,8076,21185.0,18498.0,168.0,2519.0,2,0.0,Rockland County,41.154628,-74.024662,22593.0,21057.0,23386.0,,,2.0,322642.0,86134.0,14.509538713178049,7.482906751135935,14.865392602327038,2016,3.22642,92,45.15326086956522,8.708,5.9270000000000005,0,31,39,2017,0,0,0,0,1,0,1,downstate_non_nyc,6566.101127565536
36089,2018,Q4,4,8076,13806.0,11723.0,106.0,1632.0,5,345.0,St. Lawrence County,44.488112,-75.074311,14961.0,14502.0,14774.0,,,5.0,111529.0,46313.0,19.202050148233756,5.368110536273077,15.383442871360812,2016,1.11529,92,36.18858695652174,16.856,24.994,0,52,56,2017,0,0,0,0,1,0,0,upstate,12378.84317083449
36091,2018,Q4,4,8076,9322.0,7257.0,137.0,1928.0,1,0.0,Saratoga County,43.106135,-73.855387,10277.0,9390.0,9153.0,,,1.0,224929.0,74080.0,6.43326277428508,5.2145343641771404,15.785425623196653,2016,2.24929,92,39.29130434782609,12.748000000000001,13.536,0,50,41,2017,0,0,0,0,1,0,0,upstate,4144.418905521298
36093,2018,Q4,4,8076,14503.0,11952.0,42.0,2483.0,2,26.0,Schenectady County,42.817552,-74.043559,14515.0,15454.0,16522.0,,,2.0,154845.0,59959.0,11.964956692887295,5.910426555587846,15.724757015079597,2016,1.54845,92,40.020108695652176,8.874,9.177999999999999,0,51,42,2017,0,0,0,0,1,0,0,upstate,9366.14033388227
36097,2018,Q4,4,8076,1704.0,1673.0,0.0,31.0,1,0.0,Schuyler County,42.419776,-76.938603,2026.0,1778.0,1705.0,,,1.0,18336.0,47229.0,14.629101682598245,4.657504363001745,19.360820244328096,2016,0.18336,92,40.43260869565218,8.7,8.767,0,49,48,2017,0,0,0,0,1,0,0,upstate,9293.193717277487
36101,2018,Q4,4,8076,11972.0,6211.0,38.0,828.0,3,4895.0,Steuben County,42.266725,-77.385525,12864.0,12453.0,12173.0,,,3.0,98151.0,48823.0,15.081009406207269,5.656590355676458,17.463907652494626,2016,0.98151,92,39.278260869565216,9.959,7.912,0,51,45,2017,0,0,0,0,1,0,0,upstate,12197.532373587635
36103,2018,Q4,4,8076,126161.0,85107.0,998.0,22154.0,11,17902.0,Suffolk County,40.943554,-72.692218,133081.0,131658.0,129416.0,,,11.0,1498130.0,90128.0,7.254433420024059,5.402735410144647,15.249143932769519,2016,14.9813,92,48.06521739130435,11.035,5.871,0,19,38,2017,0,0,0,0,1,0,1,downstate_non_nyc,8421.231802313552
36105,2018,Q4,4,8076,7476.0,5971.0,31.0,693.0,2,781.0,Sullivan County,41.719993,-74.771577,8452.0,7332.0,6934.0,,,2.0,75818.0,52027.0,17.11280546337182,5.71236381861827,16.7387691577198,2016,0.75818,92,40.00706521739131,9.371,6.725,0,51,40,2017,0,0,0,0,1,0,0,upstate,9860.45530085204
36109,2018,Q4,4,8076,6613.0,5659.0,53.0,901.0,1,0.0,Tompkins County,42.453006,-76.473483,7203.0,6494.0,6700.0,,,1.0,104268.0,54133.0,20.07083955946649,4.230444623470288,12.176314880883876,2016,1.04268,92,41.74782608695652,10.253,10.475,0,44,53,2017,0,0,0,0,1,0,0,upstate,6342.310200636821
36111,2018,Q4,4,8076,11987.0,10572.0,67.0,1348.0,2,0.0,Ulster County,41.947212,-74.265458,13569.0,12622.0,12537.0,,,2.0,180505.0,60393.0,13.018375135366778,4.522312401318523,17.37070995263289,2016,1.80505,92,41.90054347826087,12.493,7.774,0,44,36,2017,0,0,0,0,1,0,0,upstate,6640.81327387053
36113,2018,Q4,4,8076,10664.0,8445.0,117.0,2102.0,1,0.0,Warren County,43.555105,-73.838139,12086.0,11232.0,10829.0,,,1.0,64911.0,57174.0,11.06145600575027,4.557008827471461,19.763984532667806,2016,0.64911,92,38.22717391304348,10.394,14.359,0,50,42,2017,0,0,0,0,1,0,0,upstate,16428.648457118208
36117,2018,Q4,4,8076,6092.0,5051.0,29.0,1012.0,1,0.0,Wayne County,43.218114,-77.049402,6791.0,6424.0,6384.0,,,1.0,91874.0,51627.0,11.899812009288953,5.503189150358099,16.496506084419966,2016,0.91874,92,41.72119565217391,13.536,19.375,0,43,55,2017,0,0,0,0,1,0,0,upstate,6630.820471515336
36119,2018,Q4,4,8076,82107.0,56184.0,509.0,14612.0,13,10802.0,Westchester County,41.152686,-73.745753,80864.0,79762.0,82557.0,,,13.0,969229.0,86226.0,9.791088206496799,5.707732641099265,15.646869831587788,2016,9.69229,92,45.11032608695652,8.542,5.623,0,34,39,2017,0,0,0,0,1,0,1,downstate_non_nyc,8471.372606473806
36121,2018,Q4,4,8076,3210.0,2805.0,17.0,388.0,1,0.0,Wyoming County,42.701365,-78.228576,3682.0,3242.0,3243.0,,,1.0,41239.0,53612.0,11.533729203445139,4.934649239797279,15.512015325298867,2016,0.41239,92,37.97445652173913,13.819,26.156,0,50,61,2017,0,0,0,0,1,0,0,upstate,7783.893886854676
36123,2018,Q4,4,8076,1766.0,1622.0,0.0,144.0,1,0.0,Yates County,42.638237,-77.104324,2252.0,1939.0,1962.0,,,1.0,25106.0,50105.0,13.900406248691208,5.994582968214769,18.230701824265118,2016,0.25106,92,40.77173913043478,9.473,9.619,0,44,50,2017,0,0,0,0,1,0,0,upstate,7034.175097586234
36001,2019,Q1,1,8077,42924.0,23969.0,432.0,9525.0,5,8998.0,Albany County,42.58824,-73.97401,42173.0,43614.0,41928.0,42951.0,42666.5,5.0,308580.0,62293.0,12.407096210071863,5.0703221206818325,15.598872253548512,2017,3.0858,90,27.869444444444444,10.767,40.704,0,77,48,2018,0,0,0,0,0,0,0,upstate,13910.169161967722
36003,2019,Q1,1,8077,4899.0,2508.0,17.0,242.0,2,2132.0,Allegany County,42.247853,-78.026153,4721.0,4969.0,5125.0,5290.0,5026.25,2.0,47400.0,45359.0,16.505748211798586,5.185654008438818,17.360759493670884,2017,0.474,90,25.796111111111113,11.436,41.173,0,79,59,2018,0,0,0,0,0,0,0,upstate,10335.443037974685
36005,2019,Q1,1,8077,204316.0,123844.0,277.0,24156.0,10,56039.0,Bronx County,40.848711,-73.852939,209253.0,203191.0,201587.0,210214.0,206061.25,10.0,1455846.0,36593.0,29.734235179610984,7.4321047693231295,11.764774570936762,2017,14.55846,90,35.07722222222222,15.138,35.087,0,64,44,2018,0,0,0,0,0,1,0,nyc,14034.176691765477
36007,2019,Q1,1,8077,23825.0,15294.0,108.0,4170.0,3,4253.0,Broome County,42.161977,-75.830283,23446.0,24284.0,24006.0,23818.0,23888.5,3.0,196124.0,49064.0,17.098774395129848,5.225265648263344,17.893781485182846,2017,1.96124,90,26.699444444444442,10.709,41.066,0,79,55,2018,0,0,0,0,0,0,0,upstate,12147.926821806612
36009,2019,Q1,1,8077,7945.0,6737.0,49.0,1159.0,1,0.0,Cattaraugus County,42.239099,-78.662332,7547.0,8480.0,7998.0,8308.0,8083.25,1.0,78175.0,45571.0,16.90079365079365,5.795970578829549,17.66677326511033,2017,0.78175,90,25.568333333333335,14.116,52.2,0,80,60,2018,0,0,0,0,0,0,0,upstate,10163.095618803965
36011,2019,Q1,1,8077,6152.0,5270.0,53.0,829.0,1,0.0,Cayuga County,43.008546,-76.574587,5593.0,6760.0,6700.0,6118.0,6292.75,1.0,78319.0,54664.0,11.636781920292307,5.048583357805896,17.377647824921155,2017,0.78319,90,28.878333333333334,11.416,44.315,0,75,60,2018,0,0,0,0,0,0,0,upstate,7855.054329090004
36013,2019,Q1,1,8077,16611.0,15108.0,71.0,1432.0,5,0.0,Chautauqua County,42.304216,-79.407595,10235.0,11512.0,10634.0,10725.0,10776.5,5.0,130846.0,44304.0,18.49189513708225,5.413233877993977,18.517952402060438,2017,1.30846,90,27.781666666666666,13.943,58.426,0,75,58,2018,0,0,0,0,0,0,0,upstate,12695.076654999008
36015,2019,Q1,1,8077,11582.0,7863.0,58.0,1531.0,2,2130.0,Chemung County,42.148697,-76.752471,9322.0,9870.0,9895.0,9699.0,9696.5,2.0,86883.0,51251.0,15.806904980140542,5.871114026909752,17.262295270651336,2017,0.86883,90,27.51888888888889,9.948,29.104,0,79,49,2018,0,0,0,0,0,0,0,upstate,13330.570997778621
36017,2019,Q1,1,8077,4589.0,,,,1,,Chenango County,42.478024,-75.602241,4410.0,4476.0,4271.0,4312.0,4367.25,1.0,48763.0,48567.0,14.537986823450922,5.266287964235179,19.168221807517995,2017,0.48763,90,25.534444444444443,11.315,45.642,0,81,59,2018,0,0,0,0,0,0,0,upstate,9410.823780325247
36019,2019,Q1,1,8077,10447.0,8802.0,64.0,1581.0,1,0.0,Clinton County,44.752712,-73.705643,10480.0,10971.0,10736.0,10914.0,10775.25,1.0,81224.0,52759.0,15.707291794515129,4.884024426277947,15.431399586329164,2017,0.81224,90,21.346111111111114,10.869,52.582,0,87,62,2018,0,0,0,0,0,0,0,upstate,12861.961981680292
36021,2019,Q1,1,8077,6436.0,5418.0,49.0,969.0,1,0.0,Columbia County,42.247696,-73.626718,6386.0,6933.0,6557.0,6349.0,6556.25,1.0,61481.0,61093.0,11.40893470790378,4.284250418828582,21.58878352661798,2017,0.61481,90,29.745,11.741999999999999,38.113,0,76,46,2018,0,0,0,0,0,0,0,upstate,10468.27475154926
36023,2019,Q1,1,8077,7794.0,6978.0,51.0,765.0,1,0.0,Cortland County,42.594039,-76.07624,7463.0,7661.0,7305.0,7444.0,7468.25,1.0,48334.0,52451.0,14.696149890444039,5.056481979558903,15.432200935159516,2017,0.48334,90,25.707222222222224,11.342,45.255,0,83,60,2018,0,0,0,0,0,0,0,upstate,16125.294823519676
36025,2019,Q1,1,8077,3346.0,2104.0,0.0,0.0,4,1242.0,Delaware County,42.193986,-74.966728,5606.0,6604.0,6203.0,5796.0,6052.25,4.0,45950.0,47921.0,16.494916343439446,4.095756256800871,22.772578890097932,2017,0.4595,90,25.226666666666667,11.573,48.122,0,81,59,2018,0,0,0,0,0,0,0,upstate,7281.828073993471
36027,2019,Q1,1,8077,28458.0,23061.0,255.0,5142.0,3,0.0,Dutchess County,41.754825,-73.740014,30923.0,31660.0,31029.0,30906.0,31129.5,3.0,295685.0,75585.0,9.087487633876727,4.686744339415256,16.038013426450444,2017,2.95685,90,30.908333333333335,12.669,38.391,0,72,43,2018,0,0,0,0,0,0,0,upstate,9624.43140504253
36029,2019,Q1,1,8077,101552.0,74721.0,801.0,17473.0,10,8557.0,Erie County,42.752759,-78.778192,94778.0,99611.0,97420.0,100092.0,97975.25,10.0,923995.0,54006.0,14.89006367226886,5.445159335277788,16.863402940492104,2017,9.23995,90,29.546666666666663,10.514,41.613,0,72,56,2018,0,0,0,0,0,0,0,upstate,10990.535663071769
36031,2019,Q1,1,8077,3971.0,2364.0,0.0,0.0,3,1607.0,Essex County,44.109601,-73.778431,3497.0,4820.0,3940.0,4186.0,4110.75,3.0,38233.0,55294.0,8.896747214504224,4.022702900635577,21.384667695446343,2017,0.38233,90,18.189444444444444,12.935,56.912,0,89,65,2018,0,0,0,0,0,0,0,upstate,10386.315486621505
36033,2019,Q1,1,8077,6247.0,5557.0,54.0,636.0,2,0.0,Franklin County,44.594376,-74.31067,5890.0,6739.0,6181.0,6092.0,6225.5,2.0,51054.0,50733.0,19.378512396694212,4.85368433423434,15.491440435617191,2017,0.51054,90,20.912222222222223,12.818,58.755,0,86,70,2018,0,0,0,0,0,0,0,upstate,12236.063775610139
36035,2019,Q1,1,8077,5160.0,4768.0,37.0,355.0,1,0.0,Fulton County,43.115609,-74.423678,5504.0,5905.0,5573.0,5648.0,5657.5,1.0,53955.0,48033.0,16.026442398757435,5.041238068761005,18.166991011027708,2017,0.53955,90,24.205,13.402,47.569,0,84,53,2018,0,0,0,0,0,0,0,upstate,9563.525159855435
36037,2019,Q1,1,8077,5033.0,4288.0,30.0,715.0,1,0.0,Genesee County,43.00091,-78.192778,4994.0,5478.0,5311.0,5645.0,5357.0,1.0,58537.0,54033.0,12.757993241486872,5.0617558125629944,17.59741701829612,2017,0.58537,90,28.319444444444443,10.016,42.799,0,75,59,2018,0,0,0,0,0,0,0,upstate,8597.98076430292
36045,2019,Q1,1,8077,14895.0,9781.0,71.0,1292.0,3,3751.0,Jefferson County,43.996389,-76.052968,11007.0,11463.0,10844.0,10860.0,11043.5,3.0,116567.0,50322.0,14.762499658043279,8.091483867646932,12.220439747098236,2017,1.16567,90,27.482222222222223,10.545,39.329,0,77,55,2018,0,0,0,0,0,0,0,upstate,12778.058970377551
36047,2019,Q1,1,8077,247366.0,146914.0,1062.0,25019.0,15,74371.0,Kings County,40.635045,-73.95064,248560.0,248875.0,246556.0,252787.0,249194.5,15.0,2635121.0,52782.0,21.854477837692123,7.442997873721928,12.816906699920041,2017,26.35121,90,35.83111111111111,15.775,36.488,0,59,43,2018,0,0,0,0,0,1,0,nyc,9387.272918397295
36049,2019,Q1,1,8077,2644.0,2403.0,18.0,223.0,1,0.0,Lewis County,43.782706,-75.444132,2391.0,2747.0,2641.0,2633.0,2603.0,1.0,26845.0,51475.0,14.206474983020149,6.183646861612964,16.669770907059043,2017,0.26845,90,25.517222222222223,13.059000000000001,54.371,0,81,61,2018,0,0,0,0,0,0,0,upstate,9849.133916930528
36051,2019,Q1,1,8077,3530.0,3211.0,28.0,291.0,1,0.0,Livingston County,42.729042,-77.778463,3395.0,3836.0,3635.0,3629.0,3623.75,1.0,64373.0,53654.0,14.604926176111654,4.486352974072981,16.135646932720242,2017,0.64373,90,28.766666666666666,10.3,35.912,0,75,60,2018,0,0,0,0,0,0,0,upstate,5483.665511938235
36053,2019,Q1,1,8077,7409.0,4616.0,40.0,388.0,2,2365.0,Madison County,42.910026,-75.663575,7574.0,8364.0,8140.0,8126.0,8051.0,2.0,71760.0,58365.0,11.107607291948224,4.662764771460424,16.336399108138238,2017,0.7176,90,25.598333333333333,13.647,65.20700000000001,0,81,64,2018,0,0,0,0,0,0,0,upstate,10324.69342251951
36055,2019,Q1,1,8077,80628.0,63075.0,666.0,16887.0,6,0.0,Monroe County,43.250347,-77.700518,84848.0,88349.0,86228.0,85841.0,86316.5,6.0,748680.0,55272.0,14.839395550155668,5.631778596997382,15.850162953464764,2017,7.4868,90,30.14111111111111,9.19,36.214,0,72,58,2018,0,0,0,0,0,0,0,upstate,10769.354063151146
36057,2019,Q1,1,8077,12798.0,5978.0,26.0,911.0,2,5883.0,Montgomery County,42.900891,-74.435357,13144.0,13046.0,12616.0,13057.0,12965.75,2.0,49500.0,47449.0,19.58784174444536,6.16969696969697,17.882828282828285,2017,0.495,90,26.36111111111111,11.381,39.992000000000004,0,84,50,2018,0,0,0,0,0,0,0,upstate,25854.545454545452
36059,2019,Q1,1,8077,116592.0,61834.0,1011.0,25567.0,12,28180.0,Nassau County,40.729612,-73.589414,118321.0,118183.0,116844.0,118200.0,117887.0,12.0,1363069.0,105744.0,5.854446043036956,5.45203507672759,16.76789656282991,2017,13.63069,90,35.24388888888889,16.106,43.324,0,60,42,2018,0,0,0,0,0,0,1,downstate_non_nyc,8553.638884018344
36061,2019,Q1,1,8077,279944.0,205772.0,2115.0,39184.0,17,32873.0,New York County,40.776642,-73.970187,292272.0,287114.0,281987.0,296075.0,289362.0,17.0,1653877.0,79781.0,17.265972625378865,4.963912068430724,15.280338259737574,2017,16.53877,90,35.26277777777778,14.437999999999999,34.503,0,63,43,2018,0,0,0,0,0,1,0,nyc,16926.530812146248
36063,2019,Q1,1,8077,18916.0,13350.0,60.0,1768.0,4,3738.0,Niagara County,43.272672,-78.812943,15649.0,17098.0,16507.0,16945.0,16549.75,5.0,212675.0,51656.0,13.444130466018485,5.2140590102268725,17.687551428235572,2017,2.12675,90,30.305,9.023,28.44,0,74,55,2018,0,0,0,0,0,0,0,upstate,8894.322322792994
36065,2019,Q1,1,8077,25576.0,20925.0,144.0,4507.0,3,0.0,Oneida County,43.242727,-75.434282,25180.0,26978.0,26723.0,26615.0,26374.0,3.0,232324.0,51316.0,16.602357009600947,5.757476627468535,17.655946006439283,2017,2.32324,90,25.996111111111112,14.057,49.824,0,81,57,2018,0,0,0,0,0,0,0,upstate,11008.763623215853
36067,2019,Q1,1,8077,57552.0,45712.0,437.0,11403.0,5,0.0,Onondaga County,43.006516,-76.196134,56210.0,53612.0,53852.0,51460.0,53783.5,5.0,467669.0,57271.0,14.93747187682383,5.747013379120703,15.727148902321941,2017,4.67669,90,28.193333333333335,12.38,53.302,0,78,63,2018,0,0,0,0,0,0,0,upstate,12306.139598733293
36069,2019,Q1,1,8077,13856.0,9922.0,104.0,1501.0,3,2329.0,Ontario County,42.856357,-77.303497,14134.0,15407.0,14208.0,13982.0,14432.75,3.0,109491.0,61710.0,9.749361385252005,5.052470066032825,18.198756062142092,2017,1.09491,90,28.204444444444444,9.742,39.327,0,75,60,2018,0,0,0,0,0,0,0,upstate,12654.921409065586
36071,2019,Q1,1,8077,38295.0,28269.0,307.0,6957.0,4,2762.0,Orange County,41.40241,-74.306252,37216.0,39872.0,37984.0,38402.0,38368.5,4.0,378174.0,75146.0,12.244665285879872,6.564967448846298,12.960171772781843,2017,3.78174,90,32.51555555555556,12.951,33.954,0,71,46,2018,0,0,0,0,0,0,0,upstate,10126.291072363514
36073,2019,Q1,1,8077,1685.0,,,,1,,Orleans County,43.339906,-78.207028,1697.0,1950.0,1860.0,1797.0,1826.0,1.0,41584.0,49223.0,15.880656953096844,5.090900346287033,16.460657945363604,2017,0.41584,90,30.34722222222222,9.082,33.872,0,75,55,2018,0,0,0,0,0,0,0,upstate,4052.0392458637934
36075,2019,Q1,1,8077,6271.0,5412.0,32.0,827.0,2,0.0,Oswego County,43.461443,-76.209262,6388.0,7172.0,6799.0,6792.0,6787.75,2.0,119833.0,51755.0,18.334367543851982,5.442574249163419,14.758038269925647,2017,1.19833,90,27.863888888888887,12.594,49.304,0,80,60,2018,0,0,0,0,0,0,0,upstate,5233.116086553787
36077,2019,Q1,1,8077,10336.0,8653.0,85.0,1598.0,2,0.0,Otsego County,42.629776,-75.028841,10525.0,12161.0,11286.0,10648.0,11155.0,2.0,60750.0,51254.0,16.109094829135078,4.232098765432099,19.26255144032922,2017,0.6075,90,25.439444444444447,11.642,48.505,0,81,60,2018,0,0,0,0,0,0,0,upstate,17013.991769547327
36079,2019,Q1,1,8077,6274.0,5273.0,63.0,938.0,1,0.0,Putnam County,41.427907,-73.743861,6288.0,6939.0,6693.0,6750.0,6667.5,1.0,99464.0,99608.0,4.812212557233615,4.463926646826993,15.597603152899541,2017,0.99464,90,31.71333333333333,14.006,40.209,0,72,45,2018,0,0,0,0,0,0,0,upstate,6307.809860854179
36081,2019,Q1,1,8077,192874.0,164791.0,529.0,27554.0,10,0.0,Queens County,40.654658,-73.841209,171723.0,169022.0,167298.0,180453.0,172124.0,10.0,2339280.0,62008.0,13.709565164765333,6.259703840497931,14.313720460996546,2017,23.3928,90,35.61,15.643,37.673,0,58,43,2018,0,0,0,0,0,1,0,nyc,8245.015560343354
36083,2019,Q1,1,8077,12632.0,10648.0,99.0,1885.0,1,0.0,Rensselaer County,42.710421,-73.513845,12457.0,12919.0,12029.0,11272.0,12169.25,2.0,159800.0,63166.0,12.552377363883819,5.335419274092615,15.617021276595743,2017,1.598,90,26.52611111111111,12.315,46.379999999999995,0,76,52,2018,0,0,0,0,0,0,0,upstate,7904.881101376721
36085,2019,Q1,1,8077,40470.0,14378.0,110.0,1994.0,3,23988.0,Richmond County,40.561263,-74.1399,41297.0,40463.0,40840.0,41458.0,41014.5,3.0,475948.0,76244.0,12.916871367229621,5.777311807172212,15.063410288518913,2017,4.75948,90,36.11555555555556,15.883,34.394999999999996,0,57,43,2018,0,0,0,0,0,1,0,nyc,8503.029742745006
36087,2019,Q1,1,8077,20989.0,18317.0,191.0,2481.0,2,0.0,Rockland County,41.154628,-74.024662,21185.0,22593.0,21057.0,23386.0,22055.25,2.0,325027.0,88571.0,14.219463403520926,7.60490666929209,15.102745310389597,2017,3.25027,90,33.40277777777778,13.678,35.387,0,66,47,2018,0,0,0,0,0,0,1,downstate_non_nyc,6457.617367172573
36089,2019,Q1,1,8077,14226.0,12061.0,101.0,1652.0,5,412.0,St. Lawrence County,44.488112,-75.074311,13806.0,14961.0,14502.0,14774.0,14510.75,5.0,110817.0,48330.0,19.374690027226997,5.365602750480522,15.771045958652552,2017,1.10817,90,24.229999999999997,11.298,47.016,0,83,62,2018,0,0,0,0,0,0,0,upstate,12837.38054630607
36091,2019,Q1,1,8077,9295.0,7131.0,147.0,2017.0,1,0.0,Saratoga County,43.106135,-73.855387,9322.0,10277.0,9390.0,9153.0,9535.5,1.0,226632.0,77548.0,6.59609742509132,5.20094249708779,16.489727840728584,2017,2.26632,90,27.109444444444442,10.229000000000001,38.775,0,79,42,2018,0,0,0,0,0,0,0,upstate,4101.36256133291
36093,2019,Q1,1,8077,14163.0,11561.0,58.0,2520.0,2,24.0,Schenectady County,42.817552,-74.043559,14503.0,14515.0,15454.0,16522.0,15248.5,2.0,155239.0,61315.0,12.351832876078406,5.924413323971424,16.18150078266415,2017,1.55239,90,27.826666666666668,10.342,37.729,0,82,44,2018,0,0,0,0,0,0,0,upstate,9123.351735066575
36097,2019,Q1,1,8077,1726.0,1697.0,0.0,29.0,1,0.0,Schuyler County,42.419776,-76.938603,1704.0,2026.0,1778.0,1705.0,1803.25,1.0,18112.0,47810.0,15.288135593220339,4.930432862190813,19.368374558303884,2017,0.18112,90,27.58722222222222,9.653,35.936,0,80,55,2018,0,0,0,0,0,0,0,upstate,9529.59363957597
36101,2019,Q1,1,8077,10069.0,6295.0,48.0,961.0,3,2765.0,Steuben County,42.266725,-77.385525,11972.0,12864.0,12453.0,12173.0,12365.5,3.0,97539.0,50157.0,14.527809662944799,5.677728908436626,17.930263791919128,2017,0.97539,90,26.607777777777777,9.368,33.681,0,78,52,2018,0,0,0,0,0,0,0,upstate,10323.050267072658
36103,2019,Q1,1,8077,109321.0,81847.0,1102.0,24746.0,11,1626.0,Suffolk County,40.943554,-72.692218,126161.0,133081.0,131658.0,129416.0,130079.0,11.0,1497595.0,92838.0,7.185322935058903,5.405667086228252,15.618174473071825,2017,14.97595,90,36.120000000000005,16.561,35.03,0,55,45,2018,0,0,0,0,0,0,1,downstate_non_nyc,7299.770632247037
36105,2019,Q1,1,8077,6858.0,5235.0,37.0,750.0,2,836.0,Sullivan County,41.719993,-74.771577,7476.0,8452.0,7332.0,6934.0,7548.5,2.0,75783.0,53877.0,15.879304672077211,5.6107570299407525,17.46565852499901,2017,0.75783,90,27.450555555555557,13.51,42.691,0,78,48,2018,0,0,0,0,0,0,0,upstate,9049.522980087882
36109,2019,Q1,1,8077,7039.0,5840.0,44.0,1155.0,2,0.0,Tompkins County,42.453006,-76.473483,6613.0,7203.0,6494.0,6700.0,6752.5,1.0,104415.0,56200.0,20.358718609357204,4.20724991619978,12.728056313748024,2017,1.04415,90,28.421666666666663,11.116999999999999,37.979,0,78,63,2018,0,0,0,0,0,0,0,upstate,6741.3685773116895
